Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur,Preco Previsto
Outra,Yukon Denali,2021,48316,Gasoline,420.0,6.2,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,67795,64006.65
BMW,M4 Base,2020,50453,Gasoline,425.0,3.0,6.0,DCT,Outra,Outra,None reported,Yes,56830,56713.77
Ford,E350 Super Duty XLT,2012,262323,E85 Flex Fuel,255.0,5.4,8.0,Automatic,white,Outra,None reported,Yes,17790,15198.45
Outra,C30 T5 Premier Plus,2013,117482,Gasoline,227.0,2.5,5.0,Automatic,Outra,Black,None reported,Yes,12649,13217.68
Outra,Yukon SLT,2015,229801,Gasoline,355.0,5.3,8.0,Automatic,white,Outra,None reported,Yes,20929,21567.7
BMW,540 i,2017,158520,Gasoline,335.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,22295,22186.62
Outra,Tundra SR,2018,119091,E85 Flex Fuel,381.0,5.7,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,34580,34867.99
BMW,X6 M Base,2017,40234,Gasoline,567.0,4.4,8.0,DCT,white,Outra,At least 1 accident or damage reported,Yes,59150,57500.09
Ford,Mustang GT,2008,103803,Gasoline,300.0,4.6,8.0,Manual,Black,Outra,At least 1 accident or damage reported,Yes,14560,15146.84
Outra,Wrangler Sport,2010,140415,Gasoline,202.0,3.8,6.0,Manual,Outra,Black,None reported,Yes,16835,15061.64
Mercedes-Benz,AMG C 63 Base,2020,53990,Gasoline,469.0,4.0,8.0,Automatic,Outra,Black,None reported,Yes,52779,54589.58
Outra,Yukon SLT,2015,152083,Gasoline,355.0,5.3,8.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,27300,28572.04
Mercedes-Benz,C-Class C 300 Luxury,2015,164153,Gasoline,241.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,15470,15039.14
Outra,Rover Range Rover Sport Supercharged HSE,2016,80144,Gasoline,340.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,34125,33366.28
Ford,Transit Connect XLT,2015,180247,Gasoline,169.0,2.5,4.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,13195,11997.18
Outra,Impreza 2.0i,2018,149669,Gasoline,152.0,2.0,4.0,CVT,Outra,Black,At least 1 accident or damage reported,Yes,14560,14999.96
Outra,CT4 Luxury,2020,56649,Gasoline,237.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,25935,27143.32
Outra,S4 3.0T Premium Plus,2018,42648,Gasoline,354.0,3.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,34580,37287.47
Outra,Escalade EXT Base,2009,249448,E85 Flex Fuel,403.0,6.2,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,15379,14538.02
Mercedes-Benz,Sprinter 2500,2016,230603,Diesel,161.0,2.1,4.0,Automatic,white,Black,None reported,Yes,30476,26017.47
Chevrolet,Suburban LT,2017,314403,Gasoline,355.0,5.3,8.0,Outras,Black,Black,At least 1 accident or damage reported,Yes,23660,21863.03
Ford,Mustang EcoBoost Premium,2017,143798,Gasoline,310.0,2.3,4.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,19100,20239.01
Outra,GX 470 Base,2005,183465,Gasoline,270.0,4.7,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,12240,10801.64
Outra,Yukon XL Denali,2018,73413,Gasoline,420.0,6.2,8.0,Automatic,white,Outra,None reported,Yes,46410,44873.41
Outra,GX 460 Base,2018,106056,Gasoline,301.0,4.6,8.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,31577,31082.95
Outra,Town & Country Touring-L,2013,186478,E85 Flex Fuel,283.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,8645,10294.18
Outra,Pathfinder SL,2020,72420,Gasoline,284.0,3.5,6.0,CVT,Black,Black,None reported,Yes,26389,29405.93
Outra,XC90 T6 Inscription,2020,36210,Gasoline,316.0,2.0,4.0,Automatic,Black,Outra,None reported,Yes,45500,47056.09
Chevrolet,Avalanche LTZ,2013,157716,E85 Flex Fuel,320.0,5.3,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,25024,21571.97
Outra,Escalade EXT Base,2007,159325,Gasoline,403.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,20929,18495.91
Ford,Transit Connect XLT,2015,312943,Gasoline,169.0,2.5,4.0,Automatic,white,Black,None reported,Yes,8998,9868.16
Chevrolet,Suburban LT,2018,121451,Gasoline,355.0,5.3,8.0,Automatic,Outra,Black,None reported,Yes,31395,31952.18
Chevrolet,Suburban 1500 LT,2015,269565,Gasoline,355.0,5.3,8.0,Automatic,Outra,Black,None reported,Yes,16380,17759.07
Outra,Impreza WRX STI,2014,123919,Gasoline,305.0,2.5,4.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,27300,25658.51
Outra,Countryman Cooper S ALL4,2016,153000,Gasoline,181.0,1.6,4.0,Automatic,Outra,Black,None reported,Yes,11602,11782.61
Chevrolet,Corvette Base,2008,45303,Gasoline,430.0,6.2,8.0,DCT,Outra,beige,None reported,Yes,28210,30549.41
Outra,1500 Big Horn,2015,226113,Gasoline,395.0,5.7,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,12740,16821.16
Outra,MKX Black Label,2017,111738,Gasoline,335.0,2.7,6.0,Automatic,Outra,Black,None reported,Yes,24115,23621.58
Ford,F-250 XL,2014,57775,E85 Flex Fuel,385.0,6.2,8.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,25389,26287.79
Outra,Verano Convenience,2013,109958,E85 Flex Fuel,180.0,2.4,4.0,DCT,Outra,Outra,None reported,Yes,10915,11973.36
Chevrolet,Camaro 1SS,2019,30899,Gasoline,455.0,6.2,8.0,Manual,Outra,Black,None reported,Yes,37765,41204.92
Mercedes-Benz,SLK-Class SLK230 Kompressor,2001,94629,Gasoline,190.0,2.3,4.0,Automatic,Outra,Black,None reported,Yes,8190,9023.51
Outra,Continental GT Base,2009,69202,Gasoline,552.0,6.0,12.0,Automatic,Black,Black,None reported,Yes,44135,44984.4
Ford,F-250 XLT,2019,149140,Diesel,450.0,6.7,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,45500,47926.96
BMW,M5 Base,2018,65983,Gasoline,600.0,4.4,8.0,DCT,white,Outra,None reported,Yes,54782,55334.14
Ford,F-250 Lariat,2015,152299,E85 Flex Fuel,385.0,6.2,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,29575,28842.36
Outra,Rover Range Rover 3.0L V6 Supercharged HSE,2019,79193,Gasoline,380.0,3.0,6.0,DCT,Black,Black,None reported,Yes,56807,53617.5
Outra,Q5 2.0T Premium Plus,2018,81111,Gasoline,252.0,2.0,4.0,DCT,white,beige,None reported,Yes,25935,25745.09
BMW,330 i xDrive,2017,101630,Gasoline,248.0,2.0,4.0,Automatic,white,beige,None reported,Yes,19565,19479.0
Mercedes-Benz,GL-Class GL 450,2011,222170,Gasoline,335.0,4.7,8.0,Automatic,white,beige,None reported,Yes,15015,12954.64
Outra,Grand Caravan R/T,2013,69202,E85 Flex Fuel,283.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,31850,28999.3
Outra,Panamera Turbo,2018,48039,Gasoline,550.0,4.0,8.0,Automatic,Outra,Outra,None reported,Yes,81672,75969.52
Outra,FX50 Base,2009,305968,Gasoline,390.0,5.0,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,11375,12478.33
Outra,Civic LX,2016,178637,Gasoline,158.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,11830,11873.01
Outra,Wrangler Rubicon,2014,160049,Gasoline,285.0,3.6,6.0,Manual,Outra,Black,None reported,Yes,19110,18902.58
Outra,Compass Latitude,2020,28164,Gasoline,180.0,2.4,4.0,Automatic,Outra,Black,None reported,Yes,23382,23780.04
Mercedes-Benz,CLA-Class CLA 250,2015,123522,Gasoline,208.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,14559,14849.08
Outra,Altima 2.5 SL,2014,246793,Gasoline,182.0,2.5,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,8190,8785.94
Outra,Optima EX,2015,176352,Gasoline,192.0,2.4,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,10829,11091.46
Mercedes-Benz,S-Class S 550 4MATIC,2016,108277,Gasoline,449.0,4.7,8.0,Automatic,white,Black,None reported,Yes,38219,35668.84
Outra,Terrain Denali,2016,231746,Gasoline,301.0,3.6,6.0,Automatic,white,Black,None reported,Yes,16744,16661.03
BMW,X5 M Base,2017,99414,Gasoline,567.0,4.4,8.0,DCT,Outra,Black,None reported,Yes,41860,41315.56
Outra,Tacoma Base,2009,78456,Gasoline,159.0,2.7,4.0,Manual,Outra,Outra,None reported,Yes,16289,14978.19
Chevrolet,Tahoe LT,2018,120701,Gasoline,355.0,5.3,8.0,Automatic,Outra,Black,None reported,Yes,32760,32751.8
Outra,A3 2.0T,2010,134380,Gasoline,200.0,2.0,4.0,DCT,Outra,Black,None reported,Yes,5915,7015.94
Outra,Pilot EX-L,2020,70811,Gasoline,280.0,3.5,6.0,Automatic,white,Black,None reported,Yes,31849,31021.87
Outra,Ghibli S Q4,2017,86100,Gasoline,404.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,26117,27549.5
Outra,Seltos S,2021,25910,Gasoline,146.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,23205,24453.97
Ford,Mustang GT,2014,62056,Gasoline,420.0,5.0,8.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,25935,26745.18
Outra,Accent SEL,2022,8208,Gasoline,120.0,1.6,4.0,Automatic,Outra,Black,None reported,Yes,17745,19663.19
BMW,335 i xDrive,2009,112274,Gasoline,300.0,3.0,6.0,Manual,Black,Black,None reported,Yes,17745,18440.07
Outra,XF Premium,2011,170590,Gasoline,385.0,5.0,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,8554,10100.85
Ford,Expedition Limited,2021,72420,Gasoline,375.0,3.5,6.0,DCT,Outra,Black,None reported,Yes,47320,46467.25
Outra,MKZ Base,2011,134807,Gasoline,263.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,8185,10483.11
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,66788,Gasoline,362.0,3.0,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,36262,37483.67
Outra,GranTurismo Base,2015,45062,Gasoline,444.0,4.7,8.0,Automatic,white,Outra,None reported,Yes,40949,42474.37
Ford,F-150 FX4,2014,137599,Gasoline,411.0,6.2,8.0,DCT,Black,Black,None reported,Yes,24479,26535.14
Chevrolet,Silverado 2500 H/D,2001,268760,Gasoline,300.0,6.0,8.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,5915,8078.24
Outra,QX56 Base,2011,165779,Gasoline,400.0,5.6,8.0,Automatic,Black,beige,None reported,Yes,12285,13116.05
Outra,Q5 2.0T Premium,2012,191512,Gasoline,211.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,10920,11332.63
Outra,2500 Tradesman,2018,83686,Diesel,350.0,6.7,6.0,Automatic,Outra,Black,None reported,Yes,45500,42176.25
BMW,X1 sDrive28i,2014,80628,Gasoline,240.0,2.0,4.0,Automatic,Outra,beige,None reported,Yes,9823,15492.83
Outra,Impreza WRX Sti,2005,151278,Gasoline,300.0,2.5,4.0,Manual,Black,Outra,None reported,Yes,17745,19800.64
Outra,911 Carrera 4S,2002,192317,Gasoline,320.0,3.6,6.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,33665,26815.43
Outra,Macan S,2019,59063,Gasoline,348.0,3.0,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,44581,43292.99
Outra,XTS Luxury,2017,111510,Gasoline,304.0,3.6,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,19107,21939.48
Mercedes-Benz,GLS 450 Base 4MATIC,2019,31865,Gasoline,362.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,48958,48202.59
Outra,S4 3.0T Premium Plus,2013,147862,Gasoline,333.0,3.0,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,21840,21194.93
Outra,Grand Caravan SE,2018,102998,E85 Flex Fuel,283.0,3.6,6.0,Automatic,white,Outra,None reported,Yes,31850,30608.72
BMW,M240 i,2019,31060,Gasoline,335.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,32760,37737.82
Chevrolet,Suburban RST,2021,83686,Gasoline,355.0,5.3,8.0,Automatic,Outra,Black,None reported,Yes,55510,51662.01
Chevrolet,Camaro 2LT,2010,138677,Gasoline,304.0,3.6,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15470,14916.28
Ford,F-150 XLT,2020,148060,Gasoline,375.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,27299,30268.59
Ford,Mustang GT Premium,2016,41387,Gasoline,435.0,5.0,8.0,Manual,Black,Black,None reported,Yes,30849,35089.3
Outra,370Z NISMO Tech,2016,68558,Gasoline,350.0,3.7,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,29074,30090.65
Ford,Escape PHEV SE,2022,3040,Plug-In Hybrid,221.0,2.5,4.0,CVT,white,Outra,None reported,Yes,29894,32955.83
Outra,Cayenne Turbo,2004,148864,Gasoline,450.0,4.5,8.0,DCT,Outra,Black,None reported,Yes,10920,17851.76
BMW,M4 Base,2016,100584,Gasoline,425.0,3.0,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,36855,37677.38
Outra,Challenger SXT,2022,47476,Gasoline,303.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,28210,32712.19
Outra,Wrangler Unlimited Rubicon 392,2021,61155,Gasoline,470.0,6.4,8.0,DCT,Outra,Black,None reported,Yes,66412,64481.44
Outra,XKR Base,2007,80467,Gasoline,420.0,4.2,8.0,DCT,Black,beige,At least 1 accident or damage reported,Yes,19929,29174.97
Outra,Escalade ESV Platinum,2017,151232,Gasoline,420.0,6.2,8.0,Automatic,white,beige,None reported,Yes,42770,37732.55
Chevrolet,Tahoe LS,2005,273588,Gasoline,285.0,4.8,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,8190,8817.36
Chevrolet,Camaro 2SS,2022,12002,Gasoline,455.0,6.2,8.0,Manual,Outra,Black,None reported,Yes,43225,43443.38
Ford,Fusion Hybrid Base,2012,254865,Hybrid,191.0,2.5,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,7508,7695.58
Chevrolet,Corvette Stingray w/2LT,2021,39703,Gasoline,490.0,6.2,8.0,DCT,white,Outra,None reported,Yes,65975,65537.56
Chevrolet,Cruze LT,2012,312213,Gasoline,138.0,1.4,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,4459,5359.45
Mercedes-Benz,C-Class C 300 4MATIC,2021,30578,Gasoline,255.0,2.0,4.0,Automatic,Outra,beige,None reported,Yes,34579,34852.28
Chevrolet,Monte Carlo Supercharged SS,2004,239470,Gasoline,240.0,3.8,6.0,Automatic,Outra,Black,None reported,Yes,5915,7328.88
Outra,S2000 Base,2001,192960,Gasoline,240.0,2.0,4.0,Manual,Black,Outra,At least 1 accident or damage reported,Yes,16380,17244.82
Outra,Escalade Premium,2015,114263,Gasoline,420.0,6.2,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,32759,31906.63
Ford,E250 Cargo,2013,140819,E85 Flex Fuel,225.0,4.6,8.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,16177,16014.75
Outra,Q7 3.0T Premium,2017,173809,Gasoline,333.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,23659,21818.22
BMW,328 i xDrive,2011,177028,Gasoline,230.0,3.0,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,5460,7236.96
Outra,CR-V LX,2004,283665,Gasoline,160.0,2.4,4.0,Manual,Outra,Outra,None reported,Yes,3412,3901.58
Outra,Beetle 1.8T,2016,48280,Gasoline,170.0,1.8,4.0,DCT,Outra,beige,At least 1 accident or damage reported,Yes,17290,17237.37
Ford,Focus SE,2009,173004,Gasoline,132.0,2.0,4.0,Automatic,white,Black,None reported,Yes,8645,7857.14
Outra,Navigator Premiere,2018,37820,Gasoline,450.0,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,45500,48788.59
Ford,Excursion XLS,2004,262323,Diesel,325.0,6.0,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,16380,15017.72
Outra,Navigator L Reserve,2019,104374,Gasoline,450.0,3.5,6.0,Automatic,Outra,beige,None reported,Yes,42765,43871.16
Outra,Enclave 1XL,2011,273588,Gasoline,288.0,3.6,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,3640,5236.92
Outra,Magnum R/T,2005,154497,Gasoline,340.0,5.7,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,10920,13920.81
Outra,Touareg VR6 Lux,2012,198271,Gasoline,280.0,3.6,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11329,11035.18
Outra,Grand Cherokee Limited,2018,80345,Gasoline,293.0,3.6,6.0,Automatic,white,Black,None reported,Yes,24115,25851.6
Outra,Gladiator Overland,2020,69202,Gasoline,285.0,3.6,6.0,Automatic,white,beige,None reported,Yes,42315,40485.88
Outra,Escalade Luxury,2018,86019,Gasoline,420.0,6.2,8.0,Automatic,white,beige,None reported,Yes,45499,44801.26
Outra,Sky Red Line,2009,215652,Gasoline,260.0,2.0,4.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,8645,10290.2
BMW,X5 PHEV xDrive45e,2023,25325,Plug-In Hybrid,389.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,61789,63188.54
Outra,GranTurismo Base,2008,112654,Gasoline,405.0,4.2,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,11830,15649.62
BMW,X6 xDrive50i,2019,72420,Gasoline,445.0,4.4,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,42769,42795.02
Outra,Venza XLE,2013,166512,Gasoline,268.0,3.5,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,12922,12805.87
Chevrolet,Silverado 1500 LT Trail Boss,2020,78858,Gasoline,355.0,5.3,8.0,Automatic,white,Black,None reported,Yes,40859,45734.92
Outra,Hardtop Cooper S,2016,67077,Gasoline,189.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,15920,17429.73
Ford,F-150 Platinum,2018,59707,E85 Flex Fuel,395.0,5.0,8.0,Automatic,Black,Black,None reported,Yes,41860,40813.55
Outra,Ascent Touring 7-Passenger,2020,65936,Gasoline,260.0,2.4,4.0,DCT,Outra,Outra,None reported,Yes,29575,30270.54
Outra,RX 350 Base,2013,264737,Gasoline,270.0,3.5,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,15015,13484.27
BMW,M3 Base,2001,96561,Gasoline,333.0,3.2,6.0,Manual,Black,Outra,None reported,Yes,22750,22644.91
Outra,TT 1.8L,2005,200761,Gasoline,180.0,1.8,4.0,DCT,Outra,Black,None reported,Yes,6279,6562.59
Outra,Sierra 1500 SLT,2021,18105,Gasoline,420.0,6.2,8.0,Automatic,white,Black,None reported,Yes,63928,63509.8
Outra,Charger Scat Pack,2020,64709,Gasoline,485.0,6.4,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,34580,41227.52
Outra,ZDX Base,2012,171130,Gasoline,300.0,3.7,6.0,Automatic,white,Outra,None reported,Yes,17290,15569.01
Mercedes-Benz,AMG C AMG C 63,2016,99779,Gasoline,469.0,4.0,8.0,DCT,Black,Black,None reported,Yes,36400,38723.78
Mercedes-Benz,S-Class S 63 AMG,2011,96561,Gasoline,536.0,5.5,8.0,DCT,white,Black,At least 1 accident or damage reported,Yes,33670,35881.18
Outra,H2 Base,2004,209215,Gasoline,316.0,6.0,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15015,14005.66
Ford,Mustang GT Premium,2019,16737,Gasoline,460.0,5.0,8.0,Automatic,Outra,Outra,None reported,Yes,36400,41822.01
Outra,BRZ Limited,2013,74757,Gasoline,200.0,2.0,4.0,Manual,Outra,Black,None reported,Yes,20828,19813.82
Outra,A7 3.0T Premium Plus,2017,62764,Gasoline,333.0,3.0,6.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,31850,34875.73
Outra,Cooper Base,2010,119091,Gasoline,118.0,1.6,4.0,Manual,Outra,Black,None reported,Yes,8782,8489.6
Outra,Sierra 2500 Base,2019,93342,E85 Flex Fuel,360.0,6.0,8.0,Automatic,Outra,beige,None reported,Yes,33215,34096.55
Outra,LC 500 Base,2018,47958,Gasoline,471.0,5.0,8.0,Automatic,Black,Black,None reported,Yes,62330,60281.27
Outra,RX 450h Base,2022,25481,Hybrid,308.0,3.5,6.0,CVT,white,beige,None reported,Yes,47320,47411.38
BMW,435 i,2014,129087,Gasoline,300.0,3.0,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,16375,16667.87
Ford,Fusion Hybrid SE Hybrid,2013,203139,Hybrid,188.0,2.0,4.0,CVT,Outra,Black,At least 1 accident or damage reported,Yes,10465,10433.22
BMW,440 i xDrive,2018,118287,Gasoline,320.0,3.0,6.0,Automatic,Black,Outra,None reported,Yes,29120,28781.91
Outra,QX80 SENSORY,2023,13840,Gasoline,400.0,5.6,8.0,Automatic,Black,Outra,None reported,No,71881,64847.38
Outra,Wrangler Unlimited Rubicon,2020,80451,Gasoline,270.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,48230,41651.58
Outra,Boxster GTS,2016,64937,Gasoline,330.0,3.4,6.0,Automatic,Outra,Black,None reported,Yes,61875,54985.98
Outra,Vue Hybrid Base,2009,185075,Hybrid,172.0,2.4,4.0,Automatic,Outra,beige,None reported,Yes,4004,5148.03
Chevrolet,Silverado 1500 Limited High Country,2022,4104,Gasoline,355.0,5.3,8.0,Automatic,Outra,Black,None reported,Yes,54600,54434.22
Outra,F-TYPE R,2018,25753,Gasoline,550.0,5.0,8.0,Automatic,Black,Outra,None reported,Yes,68159,65675.21
Outra,Wrangler Unlimited,2005,234964,Gasoline,190.0,4.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,14469,12661.1
Outra,Wrangler SE,2003,148060,Gasoline,150.0,2.4,4.0,Manual,Outra,Black,None reported,Yes,11375,10802.69
Outra,TLX PMC Edition,2020,11104,Gasoline,290.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,39585,39732.14
BMW,330 i xDrive,2018,188293,Gasoline,248.0,2.0,4.0,Automatic,Black,beige,None reported,Yes,15470,17980.73
BMW,M4 Base,2018,31543,Gasoline,425.0,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,56420,56067.7
BMW,M6 Base,2016,41038,Gasoline,560.0,4.4,8.0,Automatic,white,Black,None reported,Yes,50050,52020.11
BMW,228 Gran Coupe i xDrive,2020,50051,Gasoline,228.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,24569,25380.8
Outra,GX 470 Base,2004,247839,Gasoline,235.0,4.7,8.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,9100,9484.97
Mercedes-Benz,C-Class C 63 AMG,2014,135990,Gasoline,451.0,6.2,8.0,Automatic,white,Black,None reported,Yes,37765,34356.58
BMW,135 i,2011,212433,Gasoline,300.0,3.0,6.0,Automatic,Black,beige,None reported,Yes,10010,11013.05
Outra,1500 SLT,2017,72420,Gasoline,395.0,5.7,8.0,Automatic,Black,Outra,None reported,Yes,27299,31840.14
Outra,QX60 Base,2018,77249,Gasoline,295.0,3.5,6.0,CVT,Black,Black,None reported,Yes,24570,25542.78
BMW,M3 Competition,2022,22964,Gasoline,503.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,72800,71489.35
BMW,340 i,2016,189355,Gasoline,320.0,3.0,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,17745,18236.46
Outra,Sonata SE,2013,70655,Gasoline,200.0,2.4,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,11375,13821.14
Ford,F-250 Platinum,2017,35406,E85 Flex Fuel,385.0,6.2,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,48230,50122.57
BMW,X1 xDrive 28i,2015,138027,Gasoline,240.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,11830,13896.09
