Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur,Preco Previsto,Data_Pedido,Data_Resposta,rating
Outra,Escalade Platinum Edition,2012,257896,E85 Flex Fuel,403.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,11739,13667,2023-09-09,2023-09-10,6.7
Outra,Gladiator Rubicon,2022,43935,Gasoline,285.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,43225,44344,2023-07-13,2023-07-14,2.0
BMW,M2 Base,2023,1867,Gasoline,453.0,3.0,6.0,Manual,Outra,Black,None reported,Yes,66976,64333,2022-01-25,2022-01-27,2.1
Outra,SRX Luxury Collection,2012,140818,E85 Flex Fuel,308.0,3.6,6.0,Automatic,white,beige,None reported,Yes,10464,11779,2023-09-02,2023-09-06,8.0
BMW,M4 Competition,2021,20117,Gasoline,503.0,3.0,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,81900,77385,2023-06-19,2023-06-23,7.9
Outra,A6 2.0T Sport,2018,79904,Gasoline,252.0,2.0,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,21612,22709,2022-06-30,2022-07-04,5.2
BMW,128 i,2013,109233,Gasoline,230.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,16380,15850,2022-05-10,2022-05-14,8.7
Outra,Yukon XL SLT,2017,76587,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,41405,38723,2022-02-13,2022-02-15,8.6
Outra,300M Base,2004,72420,Gasoline,250.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,5460,10510,2022-09-20,2022-09-24,9.2
BMW,M3 Base,2008,66060,Gasoline,414.0,4.0,8.0,DCT,Outra,beige,None reported,Yes,35026,38301,2022-07-06,2022-07-09,3.7
Outra,Town Car Signature,2003,228873,Gasoline,239.0,4.6,8.0,Automatic,Outra,beige,None reported,Yes,4550,6382,2022-06-29,2022-07-02,2.3
Mercedes-Benz,GL-Class GL 550,2011,128947,Gasoline,382.0,5.5,8.0,Automatic,Black,Black,None reported,Yes,15925,17175,2022-09-13,2022-09-17,6.6
Chevrolet,Corvette Base,2010,37229,Gasoline,430.0,6.2,8.0,Manual,white,Black,None reported,Yes,31850,33677,2023-05-27,2023-05-29,8.9
Outra,Terrain SLT-1,2015,122787,Gasoline,182.0,2.4,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,8645,10473,2022-03-10,2022-03-14,5.2
Outra,Sierra 2500 SLE,2015,187022,E85 Flex Fuel,360.0,6.0,8.0,Outras,Black,beige,None reported,Yes,29029,28760,2023-12-01,2023-12-04,8.6
BMW,M4 Base,2019,93020,Gasoline,425.0,3.0,6.0,DCT,Black,Outra,None reported,Yes,50959,48569,2022-06-02,2022-06-06,2.9
Mercedes-Benz,GLA 250 Base 4MATIC,2018,91053,E85 Flex Fuel,208.0,2.0,4.0,Automatic,white,Black,None reported,Yes,19019,19877,2023-05-04,2023-05-06,1.5
Outra,Legacy 2.5 i Premium,2010,286463,Gasoline,170.0,2.5,4.0,Automatic,Outra,Black,None reported,Yes,6916,6240,2022-09-23,2022-09-26,4.9
Outra,LS 460 Crafted Line,2015,143473,Gasoline,360.0,4.6,8.0,Automatic,white,Black,None reported,Yes,29029,28424,2023-01-31,2023-02-02,6.3
Outra,Civic Si,2012,76033,Gasoline,201.0,2.4,4.0,Manual,white,Black,None reported,Yes,17836,18436,2023-07-07,2023-07-10,6.8
Outra,Yukon XL SLT,2016,149669,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,27300,27337,2023-06-17,2023-06-20,3.4
BMW,435 Gran Coupe i,2016,122325,Gasoline,300.0,3.0,6.0,Automatic,white,beige,None reported,Yes,22704,22366,2022-07-11,2022-07-13,4.5
Outra,NX 200t Base,2015,86905,Gasoline,235.0,2.0,4.0,Automatic,white,Black,None reported,Yes,24570,22861,2022-09-12,2022-09-15,1.2
Outra,FJ Cruiser Base,2007,288073,Gasoline,239.0,4.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,16289,14454,2023-08-23,2023-08-24,6.1
Ford,Explorer Limited,2018,138404,Gasoline,290.0,3.5,6.0,DCT,Black,Black,None reported,Yes,24479,26651,2023-07-15,2023-07-18,3.2
Outra,S60 T5 Premier Plus,2015,62764,Gasoline,250.0,2.5,5.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,16289,19531,2023-06-08,2023-06-11,5.4
Ford,Transit-350 Base,2015,241402,Gasoline,310.0,3.5,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,15561,15936,2022-05-20,2022-05-21,6.2
Outra,F-PACE 35t Premium,2017,93439,Gasoline,340.0,3.0,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,23660,24650,2023-02-02,2023-02-05,1.3
Outra,MKX Reserve,2016,141622,Gasoline,335.0,2.7,6.0,DCT,Black,Black,None reported,Yes,16835,18528,2023-01-02,2023-01-04,1.6
BMW,M3 Base,2011,116319,Gasoline,414.0,4.0,8.0,DCT,Outra,Outra,None reported,Yes,31804,29723,2022-08-04,2022-08-08,4.6
Outra,XLR Base,2009,111725,Gasoline,320.0,4.6,8.0,Automatic,Outra,beige,None reported,Yes,33215,27731,2023-04-30,2023-05-01,4.1
Outra,RS 7 4.0T Performance Prestige,2017,106619,Gasoline,605.0,4.0,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,53872,51109,2022-04-07,2022-04-08,2.7
Outra,Martin V8 Vantage Base,2008,40274,Gasoline,380.0,4.3,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,35490,38702,2022-11-07,2022-11-08,7.2
Outra,Juke NISMO RS,2016,49407,Gasoline,215.0,1.6,4.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,19565,21556,2023-09-25,2023-09-27,4.1
Ford,Explorer XLT,2022,33278,Gasoline,300.0,2.3,4.0,Automatic,Outra,Black,None reported,Yes,41860,42667,2022-05-02,2022-05-04,6.7
Outra,Sierra 3500 Denali,2019,117629,Diesel,445.0,6.6,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,53235,51920,2022-10-03,2022-10-07,1.1
Ford,Mustang GT Premium,2019,50855,Gasoline,460.0,5.0,8.0,Manual,Outra,Outra,None reported,Yes,37310,37905,2022-02-11,2022-02-15,4.4
Outra,XC70 T6 Platinum,2012,111045,Gasoline,300.0,3.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,14469,15129,2022-11-27,2022-11-30,6.6
Outra,Firebird Trans Am,2001,147757,Gasoline,310.0,5.7,8.0,Automatic,Outra,Black,None reported,Yes,11694,12562,2023-08-22,2023-08-24,5.9
Outra,Equus Signature,2011,231581,Gasoline,378.0,4.6,8.0,Automatic,Outra,Outra,None reported,Yes,9054,9835,2023-06-26,2023-06-27,4.9
BMW,750 i,2015,113781,Gasoline,445.0,4.4,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,20930,24006,2023-05-16,2023-05-20,8.5
Outra,Q60 3.0t Red Sport 400,2018,61155,Gasoline,400.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,29120,33583,2023-11-14,2023-11-17,2.5
Mercedes-Benz,E-Class E 350,2014,86100,Gasoline,302.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,22295,21855,2023-09-26,2023-09-30,6.5
Mercedes-Benz,GLE 350 Base 4MATIC,2020,38798,Gasoline,255.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,50960,42997,2022-02-21,2022-02-24,8.4
Outra,CX-30 2.5 S Select Package,2022,6444,Gasoline,186.0,2.5,4.0,Automatic,Black,Black,None reported,Yes,23205,26909,2023-08-28,2023-08-31,8.8
Outra,Sequoia Platinum,2011,279150,E85 Flex Fuel,381.0,5.7,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,14560,15631,2023-03-27,2023-03-30,5.0
Ford,Explorer XLT,2017,259104,Gasoline,290.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,15925,15051,2022-12-04,2022-12-07,7.7
Outra,Rover Range Rover Sport HSE,2019,104638,Gasoline,340.0,3.0,6.0,Automatic,Black,beige,None reported,Yes,36855,34676,2022-08-16,2022-08-20,9.6
Outra,Romeo Giulia Quadrifoglio,2018,46098,Gasoline,505.0,2.9,6.0,Automatic,Black,Black,None reported,No,37765,45392,2022-08-28,2022-08-31,7.6
Mercedes-Benz,GLS 550 Base 4MATIC,2017,142353,Gasoline,449.0,4.7,8.0,Automatic,white,beige,None reported,Yes,36399,37167,2022-05-07,2022-05-11,6.1
Outra,Palisade SEL,2021,109516,Gasoline,291.0,3.8,6.0,Automatic,Black,Black,None reported,Yes,26936,27170,2022-02-06,2022-02-08,9.6
BMW,M440 i,2021,22048,Hybrid,382.0,3.0,6.0,Automatic,Black,beige,None reported,No,54600,54070,2023-03-22,2023-03-26,8.0
Ford,Utility Police Interceptor Base,2013,168981,E85 Flex Fuel,300.0,3.7,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,6006,9857,2023-10-14,2023-10-16,4.4
Ford,F-150 Platinum,2015,136794,Gasoline,365.0,3.5,6.0,Automatic,white,Black,None reported,Yes,28210,25937,2022-11-07,2022-11-09,6.9
Outra,RX 450h Base,2010,271049,Hybrid,245.0,3.5,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,9919,8899,2022-10-04,2022-10-08,9.9
Outra,FJ Cruiser Base,2007,260714,Gasoline,239.0,4.0,6.0,Automatic,Black,Black,None reported,Yes,21819,17546,2022-02-10,2022-02-12,4.7
Outra,Santa Fe Sport 2.0L Turbo,2018,73708,Gasoline,240.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,19019,20909,2023-04-30,2023-05-03,5.4
BMW,330e iPerformance,2017,84491,Plug-In Hybrid,247.0,2.0,4.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,22704,22142,2023-10-19,2023-10-20,8.8
Outra,Durango GT,2017,56078,Gasoline,295.0,3.6,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,27300,26694,2022-02-15,2022-02-19,5.1
BMW,X4 M40i,2023,13679,Hybrid,382.0,3.0,6.0,DCT,Outra,beige,None reported,Yes,61789,62535,2023-09-25,2023-09-29,4.2
Outra,Corolla Hybrid LE,2022,71550,Hybrid,121.0,1.8,4.0,Automatic,Outra,Outra,None reported,Yes,20880,20465,2022-03-22,2022-03-25,10.0
Chevrolet,Malibu 1LT,2009,223699,Gasoline,169.0,2.4,4.0,Automatic,white,Black,None reported,Yes,3822,4926,2022-01-25,2022-01-27,8.8
Outra,Escalade Platinum,2019,148060,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,47229,45537,2022-06-21,2022-06-25,8.9
Outra,Ram 1500 Laramie,2004,227254,Gasoline,345.0,5.7,8.0,Automatic,Black,Black,None reported,Yes,5187,8361,2023-03-20,2023-03-24,2.2
Mercedes-Benz,E-Class E 350,2021,117218,Gasoline,255.0,2.0,4.0,Automatic,white,beige,None reported,Yes,37310,32616,2023-06-27,2023-06-28,2.7
Outra,MDX Touring,2003,265542,Gasoline,260.0,3.5,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,3640,5053,2023-10-31,2023-11-03,2.9
Outra,Rover Range Rover Sport HSE,2019,67592,Gasoline,340.0,3.0,6.0,DCT,white,Black,None reported,Yes,44581,44464,2022-04-18,2022-04-19,9.9
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,280026,Gasoline,335.0,4.6,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,10919,11155,2023-12-16,2023-12-19,2.7
Outra,TT 2.0T,2018,68639,Gasoline,220.0,2.0,4.0,DCT,Outra,Black,None reported,Yes,29111,28566,2022-03-26,2022-03-30,9.7
Chevrolet,Corvette Grand Sport,2013,24945,Gasoline,430.0,6.2,8.0,DCT,white,Outra,None reported,Yes,40950,38845,2023-07-26,2023-07-29,1.7
BMW,X5 xDrive35i,2013,112252,Gasoline,300.0,3.0,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,14559,14942,2023-10-08,2023-10-09,4.0
Outra,LS 460 L,2007,205964,Gasoline,380.0,4.6,8.0,Automatic,Outra,beige,None reported,Yes,9099,9536,2022-06-26,2022-06-29,6.7
Outra,Acadia SLT-2,2013,185075,Gasoline,288.0,3.6,6.0,Automatic,white,Outra,None reported,Yes,12740,11518,2023-01-19,2023-01-20,7.7
Outra,Yukon Denali,2016,173407,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,32305,32301,2022-12-22,2022-12-25,2.0
Outra,LX 570 Base,2016,54162,Gasoline,383.0,5.7,8.0,Automatic,white,Outra,None reported,Yes,57239,45444,2023-11-21,2023-11-23,2.8
Outra,Yukon Denali,2021,48316,Gasoline,420.0,6.2,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,67795,64006,2023-04-18,2023-04-21,7.5
BMW,M4 Base,2020,50453,Gasoline,425.0,3.0,6.0,DCT,Outra,Outra,None reported,Yes,56830,56713,2023-07-05,2023-07-06,8.8
Ford,E350 Super Duty XLT,2012,262323,E85 Flex Fuel,255.0,5.4,8.0,Automatic,white,Outra,None reported,Yes,17790,15198,2023-01-09,2023-01-12,8.6
Outra,C30 T5 Premier Plus,2013,117482,Gasoline,227.0,2.5,5.0,Automatic,Outra,Black,None reported,Yes,12649,13217,2022-02-07,2022-02-11,9.9
Outra,Yukon SLT,2015,229801,Gasoline,355.0,5.3,8.0,Automatic,white,Outra,None reported,Yes,20929,21567,2022-05-16,2022-05-19,2.1
BMW,540 i,2017,158520,Gasoline,335.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,22295,22186,2022-05-03,2022-05-06,2.2
Outra,Tundra SR,2018,119091,E85 Flex Fuel,381.0,5.7,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,34580,34867,2023-01-29,2023-02-02,9.9
BMW,X6 M Base,2017,40234,Gasoline,567.0,4.4,8.0,DCT,white,Outra,At least 1 accident or damage reported,Yes,59150,57500,2023-12-20,2023-12-22,7.3
Ford,Mustang GT,2008,103803,Gasoline,300.0,4.6,8.0,Manual,Black,Outra,At least 1 accident or damage reported,Yes,14560,15146,2023-06-24,2023-06-25,3.8
Outra,Wrangler Sport,2010,140415,Gasoline,202.0,3.8,6.0,Manual,Outra,Black,None reported,Yes,16835,15061,2023-02-25,2023-02-27,5.2
Mercedes-Benz,AMG C 63 Base,2020,53990,Gasoline,469.0,4.0,8.0,Automatic,Outra,Black,None reported,Yes,52779,54589,2022-08-06,2022-08-10,7.0
Outra,Yukon SLT,2015,152083,Gasoline,355.0,5.3,8.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,27300,28572,2022-02-06,2022-02-07,8.4
Mercedes-Benz,C-Class C 300 Luxury,2015,164153,Gasoline,241.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,15470,15039,2023-05-29,2023-06-02,6.1
Outra,Rover Range Rover Sport Supercharged HSE,2016,80144,Gasoline,340.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,34125,33366,2023-03-10,2023-03-14,6.8
Ford,Transit Connect XLT,2015,180247,Gasoline,169.0,2.5,4.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,13195,11997,2023-06-04,2023-06-05,3.5
Outra,Impreza 2.0i,2018,149669,Gasoline,152.0,2.0,4.0,CVT,Outra,Black,At least 1 accident or damage reported,Yes,14560,14999,2022-04-17,2022-04-19,3.4
Outra,CT4 Luxury,2020,56649,Gasoline,237.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,25935,27143,2022-04-23,2022-04-26,3.3
Outra,S4 3.0T Premium Plus,2018,42648,Gasoline,354.0,3.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,34580,37287,2022-04-02,2022-04-06,3.5
Outra,Escalade EXT Base,2009,249448,E85 Flex Fuel,403.0,6.2,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,15379,14538,2022-11-19,2022-11-23,1.1
Mercedes-Benz,Sprinter 2500,2016,230603,Diesel,161.0,2.1,4.0,Automatic,white,Black,None reported,Yes,30476,26017,2023-04-03,2023-04-06,4.3
Chevrolet,Suburban LT,2017,314403,Gasoline,355.0,5.3,8.0,Outras,Black,Black,At least 1 accident or damage reported,Yes,23660,21863,2022-03-27,2022-03-31,4.0
Ford,Mustang EcoBoost Premium,2017,143798,Gasoline,310.0,2.3,4.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,19100,20239,2022-08-05,2022-08-06,8.2
Outra,GX 470 Base,2005,183465,Gasoline,270.0,4.7,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,12240,10801,2022-09-08,2022-09-11,2.0
Outra,Yukon XL Denali,2018,73413,Gasoline,420.0,6.2,8.0,Automatic,white,Outra,None reported,Yes,46410,44873,2023-11-11,2023-11-12,8.9
Outra,GX 460 Base,2018,106056,Gasoline,301.0,4.6,8.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,31577,31082,2022-12-19,2022-12-23,6.5
Outra,Town & Country Touring-L,2013,186478,E85 Flex Fuel,283.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,8645,10294,2022-10-11,2022-10-15,8.4
Outra,Pathfinder SL,2020,72420,Gasoline,284.0,3.5,6.0,CVT,Black,Black,None reported,Yes,26389,29405,2023-11-09,2023-11-10,2.5
Outra,XC90 T6 Inscription,2020,36210,Gasoline,316.0,2.0,4.0,Automatic,Black,Outra,None reported,Yes,45500,47056,2022-09-03,2022-09-06,9.3
Chevrolet,Avalanche LTZ,2013,157716,E85 Flex Fuel,320.0,5.3,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,25024,21571,2022-07-06,2022-07-08,2.0
Outra,Escalade EXT Base,2007,159325,Gasoline,403.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,20929,18495,2023-03-25,2023-03-26,7.1
Ford,Transit Connect XLT,2015,312943,Gasoline,169.0,2.5,4.0,Automatic,white,Black,None reported,Yes,8998,9868,2022-03-06,2022-03-10,8.0
Chevrolet,Suburban LT,2018,121451,Gasoline,355.0,5.3,8.0,Automatic,Outra,Black,None reported,Yes,31395,31952,2023-09-13,2023-09-14,2.0
Chevrolet,Suburban 1500 LT,2015,269565,Gasoline,355.0,5.3,8.0,Automatic,Outra,Black,None reported,Yes,16380,17759,2022-12-09,2022-12-10,1.4
Outra,Impreza WRX STI,2014,123919,Gasoline,305.0,2.5,4.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,27300,25658,2022-12-26,2022-12-28,6.0
Outra,Countryman Cooper S ALL4,2016,153000,Gasoline,181.0,1.6,4.0,Automatic,Outra,Black,None reported,Yes,11602,11782,2022-12-18,2022-12-22,9.4
Chevrolet,Corvette Base,2008,45303,Gasoline,430.0,6.2,8.0,DCT,Outra,beige,None reported,Yes,28210,30549,2022-08-10,2022-08-14,8.9
Outra,1500 Big Horn,2015,226113,Gasoline,395.0,5.7,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,12740,16821,2022-04-22,2022-04-23,3.8
Outra,MKX Black Label,2017,111738,Gasoline,335.0,2.7,6.0,Automatic,Outra,Black,None reported,Yes,24115,23621,2022-09-21,2022-09-24,7.8
Ford,F-250 XL,2014,57775,E85 Flex Fuel,385.0,6.2,8.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,25389,26287,2023-05-21,2023-05-24,3.8
Outra,Verano Convenience,2013,109958,E85 Flex Fuel,180.0,2.4,4.0,DCT,Outra,Outra,None reported,Yes,10915,11973,2023-01-04,2023-01-05,9.8
Chevrolet,Camaro 1SS,2019,30899,Gasoline,455.0,6.2,8.0,Manual,Outra,Black,None reported,Yes,37765,41204,2023-08-22,2023-08-24,4.8
Mercedes-Benz,SLK-Class SLK230 Kompressor,2001,94629,Gasoline,190.0,2.3,4.0,Automatic,Outra,Black,None reported,Yes,8190,9023,2022-04-21,2022-04-23,7.2
Outra,Continental GT Base,2009,69202,Gasoline,552.0,6.0,12.0,Automatic,Black,Black,None reported,Yes,44135,44984,2023-09-17,2023-09-20,6.4
Ford,F-250 XLT,2019,149140,Diesel,450.0,6.7,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,45500,47926,2023-11-25,2023-11-29,7.2
BMW,M5 Base,2018,65983,Gasoline,600.0,4.4,8.0,DCT,white,Outra,None reported,Yes,54782,55334,2023-12-01,2023-12-04,1.8
Ford,F-250 Lariat,2015,152299,E85 Flex Fuel,385.0,6.2,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,29575,28842,2022-08-29,2022-09-02,5.3
Outra,Rover Range Rover 3.0L V6 Supercharged HSE,2019,79193,Gasoline,380.0,3.0,6.0,DCT,Black,Black,None reported,Yes,56807,53617,2023-06-20,2023-06-23,2.6
Outra,Q5 2.0T Premium Plus,2018,81111,Gasoline,252.0,2.0,4.0,DCT,white,beige,None reported,Yes,25935,25745,2022-07-18,2022-07-21,5.7
BMW,330 i xDrive,2017,101630,Gasoline,248.0,2.0,4.0,Automatic,white,beige,None reported,Yes,19565,19479,2022-04-27,2022-04-28,7.4
Mercedes-Benz,GL-Class GL 450,2011,222170,Gasoline,335.0,4.7,8.0,Automatic,white,beige,None reported,Yes,15015,12954,2022-06-27,2022-07-01,2.0
Outra,Grand Caravan R/T,2013,69202,E85 Flex Fuel,283.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,31850,28999,2023-07-17,2023-07-20,2.5
Outra,Panamera Turbo,2018,48039,Gasoline,550.0,4.0,8.0,Automatic,Outra,Outra,None reported,Yes,81672,75969,2023-12-14,2023-12-18,8.0
Outra,FX50 Base,2009,305968,Gasoline,390.0,5.0,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,11375,12478,2022-07-06,2022-07-10,6.3
Outra,Civic LX,2016,178637,Gasoline,158.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,11830,11873,2022-09-23,2022-09-24,4.5
Outra,Wrangler Rubicon,2014,160049,Gasoline,285.0,3.6,6.0,Manual,Outra,Black,None reported,Yes,19110,18902,2022-01-11,2022-01-15,2.0
Outra,Compass Latitude,2020,28164,Gasoline,180.0,2.4,4.0,Automatic,Outra,Black,None reported,Yes,23382,23780,2022-12-07,2022-12-10,1.4
Mercedes-Benz,CLA-Class CLA 250,2015,123522,Gasoline,208.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,14559,14849,2022-03-09,2022-03-12,4.6
Outra,Altima 2.5 SL,2014,246793,Gasoline,182.0,2.5,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,8190,8785,2022-01-20,2022-01-22,4.2
Outra,Optima EX,2015,176352,Gasoline,192.0,2.4,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,10829,11091,2023-11-04,2023-11-08,2.5
Mercedes-Benz,S-Class S 550 4MATIC,2016,108277,Gasoline,449.0,4.7,8.0,Automatic,white,Black,None reported,Yes,38219,35668,2023-08-27,2023-08-29,6.9
Outra,Terrain Denali,2016,231746,Gasoline,301.0,3.6,6.0,Automatic,white,Black,None reported,Yes,16744,16661,2022-12-10,2022-12-12,9.3
BMW,X5 M Base,2017,99414,Gasoline,567.0,4.4,8.0,DCT,Outra,Black,None reported,Yes,41860,41315,2022-03-07,2022-03-10,2.4
Outra,Tacoma Base,2009,78456,Gasoline,159.0,2.7,4.0,Manual,Outra,Outra,None reported,Yes,16289,14978,2022-02-26,2022-03-01,5.2
Chevrolet,Tahoe LT,2018,120701,Gasoline,355.0,5.3,8.0,Automatic,Outra,Black,None reported,Yes,32760,32751,2023-08-20,2023-08-24,6.2
Outra,A3 2.0T,2010,134380,Gasoline,200.0,2.0,4.0,DCT,Outra,Black,None reported,Yes,5915,7015,2023-01-24,2023-01-27,5.5
Outra,Pilot EX-L,2020,70811,Gasoline,280.0,3.5,6.0,Automatic,white,Black,None reported,Yes,31849,31021,2022-10-28,2022-10-31,7.0
Outra,Ghibli S Q4,2017,86100,Gasoline,404.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,26117,27549,2023-11-06,2023-11-09,4.2
Outra,Seltos S,2021,25910,Gasoline,146.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,23205,24453,2022-07-11,2022-07-14,1.7
Ford,Mustang GT,2014,62056,Gasoline,420.0,5.0,8.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,25935,26745,2023-12-12,2023-12-15,9.2
Outra,Accent SEL,2022,8208,Gasoline,120.0,1.6,4.0,Automatic,Outra,Black,None reported,Yes,17745,19663,2022-11-05,2022-11-08,5.7
BMW,335 i xDrive,2009,112274,Gasoline,300.0,3.0,6.0,Manual,Black,Black,None reported,Yes,17745,18440,2023-07-20,2023-07-22,1.6
Outra,XF Premium,2011,170590,Gasoline,385.0,5.0,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,8554,10100,2022-12-29,2023-01-01,9.9
Ford,Expedition Limited,2021,72420,Gasoline,375.0,3.5,6.0,DCT,Outra,Black,None reported,Yes,47320,46467,2022-05-18,2022-05-20,3.2
Outra,MKZ Base,2011,134807,Gasoline,263.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,8185,10483,2022-09-14,2022-09-16,1.5
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,66788,Gasoline,362.0,3.0,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,36262,37483,2023-05-31,2023-06-02,6.1
Outra,GranTurismo Base,2015,45062,Gasoline,444.0,4.7,8.0,Automatic,white,Outra,None reported,Yes,40949,42474,2022-02-02,2022-02-03,2.9
Ford,F-150 FX4,2014,137599,Gasoline,411.0,6.2,8.0,DCT,Black,Black,None reported,Yes,24479,26535,2022-01-15,2022-01-19,2.0
Chevrolet,Silverado 2500 H/D,2001,268760,Gasoline,300.0,6.0,8.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,5915,8078,2022-12-10,2022-12-11,3.0
Outra,QX56 Base,2011,165779,Gasoline,400.0,5.6,8.0,Automatic,Black,beige,None reported,Yes,12285,13116,2022-12-18,2022-12-22,1.5
